GENE,GENEID,GENEFULLNAME,GA,MGOX,MGOY,MGOZ,CLUSTER
Igfbp5,16011,insulin-like_growth_factor_binding_protein_5,0.1333,0.5441,0.3721,0.7520,9
Mll2,381022,myeloid/lymphoid_or_mixed-lineage_leukemia_2,0.1308,0.4411,0.6175,0.6512,9
Klf5,12224,Kruppel-like_factor_5,0.1293,0.0873,0.1565,0.9838,9
Nr1i2,18171,nuclear_receptor_subfamily_1__group_I__member_2,0.1211,0.6239,0.2125,0.7521,9
Mc3r,17201,melanocortin_3_receptor,0.1200,0.3553,0.0243,0.9344,9
Cdh11,12552,cadherin_11,0.1189,0.2440,0.1777,0.9534,9
Fxyd6,59095,FXYD_domain-containing_ion_transport_regulator_6,0.1126,0.5266,0.2014,0.8259,9
Mgat5b,268510,mannoside_acetylglucosaminyltransferase_5__isoenzyme_B,0.1101,0.3209,0.3055,0.8965,9
Ptprk,19272,protein_tyrosine_phosphatase__receptor_type__K,0.1066,0.1527,0.2525,0.9555,9
Agtr1a,11607,angiotensin_II_receptor__type_1a,0.0991,0.5119,0.1471,-0.8464,9
Nck2,17974,non-catalytic_region_of_tyrosine_kinase_adaptor_protein_2,0.0780,0.5622,-0.1692,0.8095,9
 ,, ,,,,,
Pitx3,18742,paired-like_homeodomain_transcription_factor_3,0.7495,0.0467,0.2390,0.9699,10
Bmp7,12162,bone_morphogenetic_protein_7,0.7008,0.1309,0.4831,0.8657,10
Drd4,13491,dopamine_receptor_D4,0.5985,0.2451,0.7680,0.5916,10
Tcf7l1,21415,transcription_factor_7_like_1_(T_cell_specific__HMG_box),0.5747,0.1831,0.4573,0.8702,10
LOC433436,433436,similar_to_titin_isoform_N2-A;_connectin;_CMH9__included;_cardiomyopathy__dilated_1G_(autosomal_dominant),0.5207,0.0703,0.4634,0.8833,10
Gdf11,14561,growth_differentiation_factor_11,0.5043,0.1922,0.5789,0.7924,10
Avpr2,12000,arginine_vasopressin_receptor_2,0.4924,0.1312,0.3411,0.9308,10
Grik4,110637,glutamate_receptor__ionotropic__kainate_4,0.4905,0.1002,0.1387,0.9852,10
Fgf16,80903,fibroblast_growth_factor_16,0.4646,0.1473,0.3706,0.9170,10
Pdgfc,54635,platelet-derived_growth_factor__C_polypeptide,0.4038,0.1494,0.3743,0.9152,10
Hoxc10,209448,homeobox_C10,0.3971,0.1399,0.2844,0.9485,10
Ascl3,56787,achaete-scute_complex_homolog_3_(Drosophila),0.3958,0.2252,0.3663,0.9028,10
6430573F11Rik,319582,RIKEN_cDNA_6430573F11_gene,0.3891,0.1371,0.4621,0.8762,10
St18,240690,suppression_of_tumorigenicity_18,0.3862,0.0808,0.4091,0.9089,10
Mael,98558,maelstrom_homolog_(Drosophila),0.3792,0.1495,0.2713,0.9508,10
Hsd11b1,15483,hydroxysteroid_11-beta_dehydrogenase_1,0.3773,0.1392,0.3047,0.9422,10
Hey1,15213,hairy/enhancer-of-split_related_with_YRPW_motif_1,0.3742,0.2604,0.4549,0.8516,10
Fzd6,14368,frizzled_homolog_6_(Drosophila),0.3681,0.3164,0.5779,0.7523,10
Glis3,226075,GLIS_family_zinc_finger_3,0.3481,0.2171,0.4074,0.8871,10
Gli2,14633,GLI-Kruppel_family_member_GLI2,0.3449,0.2517,0.3883,0.8865,10
Tcam1,75870,testicular_cell_adhesion_molecule_1,0.3419,0.2565,0.5248,0.8117,10
1700010L04Rik,619808,RIKEN_cDNA_1700010L04_gene,0.3407,0.1849,0.2494,0.9506,10
Gpr6,140741,G_protein-coupled_receptor_6,0.3352,0.2003,0.3422,0.9180,10
Nfxl1,100978,nuclear_transcription_factor__X-box_binding-like_1,0.3326,0.1790,0.3063,0.9349,10
Dnmt3l,54427,DNA_(cytosine-5-)-methyltransferase_3-like,0.3296,0.1723,0.3883,0.9053,10
Duxbl,278672,double_homeobox_B-like,0.3227,0.2212,0.3917,0.8931,10
Foxp1,108655,forkhead_box_P1,0.3005,0.1536,0.1432,0.9777,10
Dusp6,67603,dual_specificity_phosphatase_6,0.2971,0.1613,0.1404,0.9769,10
Drd3,13490,dopamine_receptor_D3,0.2935,0.1923,0.4395,0.8774,10
Zic1,22771,zinc_finger_protein_of_the_cerebellum_1,0.2895,0.1719,0.2404,0.9553,10
Sstr4,20608,somatostatin_receptor_4,0.2797,0.1651,0.2207,0.9613,10
Tdgf1,21667,teratocarcinoma-derived_growth_factor_1,0.2793,0.1987,0.4358,0.8779,10
Tdo2,56720,tryptophan_2_3-dioxygenase,0.2727,0.2809,0.4286,0.8587,10
Twist1,22160,twist_homolog_1_(Drosophila),0.2608,0.2252,0.4432,0.8677,10
Mnx1,15285,motor_neuron_and_pancreas_homeobox_1,0.2602,0.2334,0.2722,0.9335,10
Rest,19712,RE1-silencing_transcription_factor,0.2591,0.4992,0.5957,0.6292,10
Six5,20475,sine_oculis-related_homeobox_5_homolog_(Drosophila),0.2538,0.2137,0.4396,0.8724,10
Vav2,22325,vav_2_oncogene,0.2429,0.4596,0.8867,-0.0509,10
Pcdhb4,93875,protocadherin_beta_4,0.2316,0.2312,0.4873,0.8421,10
Grm2,108068,glutamate_receptor__metabotropic_2,0.2078,0.1918,0.3244,0.9263,10
Pyy,217212,peptide_YY,0.2048,0.9454,-0.3068,0.1101,10
Nr4a3,18124,nuclear_receptor_subfamily_4__group_A__member_3,0.2043,0.3217,0.3499,0.8798,10
Rhox8,434768,reproductive_homeobox_8,0.2039,0.7796,0.6247,0.0453,10
Prss12,19142,protease__serine__12_neurotrypsin_(motopsin),0.2034,0.3183,0.4389,0.8403,10
Gabrp,216643,gamma-aminobutyric_acid_(GABA)_A_receptor__pi,0.1991,0.3853,0.4567,0.8019,10
Bambi,68010,BMP_and_activin_membrane-bound_inhibitor__homolog_(Xenopus_laevis),0.1986,0.2088,0.2255,0.9516,10
Gdf10,14560,growth_differentiation_factor_10,0.1971,0.2544,0.3792,0.8897,10
Bmp10,12154,bone_morphogenetic_protein_10,0.1965,0.5671,0.6432,0.5144,10
Etv3,27049,ets_variant_gene_3,0.1895,0.3576,0.5151,0.7790,10
Hoxa4,15401,homeobox_A4,0.1867,0.1355,0.4006,0.9062,10
Wnt9b,22412,wingless-type_MMTV_integration_site_9B,0.1850,0.3141,0.4672,0.8265,10
Satb2,212712,special_AT-rich_sequence_binding_protein_2,0.1801,0.5681,0.3999,0.7193,10
Grin3b,170483,glutamate_receptor__ionotropic__NMDA3B,0.1769,0.6657,0.6672,0.3342,10
Gsx2,14843,GS_homeobox_2,0.1728,0.1326,-0.0116,0.9911,10
Acvr1,11477,activin_A_receptor__type_1,0.1722,0.2908,0.3876,0.8748,10
Kit,16590,kit_oncogene,0.1689,0.9059,0.3622,-0.2195,10
Ntf5,78405,neurotrophin_5,0.1684,0.1877,0.3912,0.9010,10
Grin2a,14811,glutamate_receptor__ionotropic__NMDA2A_(epsilon_1),0.1660,0.3248,0.3452,0.8806,10
Fcna,14133,ficolin_A,0.1617,0.2429,0.3481,0.9055,10
Col14a1,12818,collagen__type_XIV__alpha_1,0.1533,0.4093,0.5298,0.7428,10
Ntsr2,18217,neurotensin_receptor_2,0.1481,0.5087,0.3583,0.7829,10
Nr1h2,22260,nuclear_receptor_subfamily_1__group_H__member_2,0.1460,0.3207,0.5400,0.7781,10
Smoc2,64074,SPARC_related_modular_calcium_binding_2,0.1325,0.4057,0.4619,0.7887,10
Npy5r,18168,neuropeptide_Y_receptor_Y5,0.1279,0.7858,-0.1106,0.6085,10
Fcnb,14134,ficolin_B,0.1240,0.2184,0.2743,0.9365,10
Hcrtr2,387285,hypocretin_(orexin)_receptor_2,0.1209,0.7860,-0.0515,0.6161,10
Cebpa,12606,CCAAT/enhancer_binding_protein_(C/EBP)__alpha,0.1122,0.2535,0.3883,0.8860,10
Obox3,246791,oocyte_specific_homeobox_3,0.0660,0.4492,-0.0675,0.8909,10
